fid,mode,region,agency,name,year_open,cost_usd,riders,status,notes,web,grade,construct,automated,year_clos,ffga_date,ffga_cost,ffga_shr,reference,limited,country,brt_rating,project,route_km,brt_year,Is it in the RTDB?,Does it look like rapid transport?,Does it have frequencies better than 20min,ADD?
53528,Regional Rail,Adelaide AUS,Adelaide Metro,Gawler,1857,,,existing,,,at grade,,,,,,,South Australia Government,0,AUS,,Adelaide–Gawler,14.96547122,,NO,MAYBE,NO,
53529,Regional Rail,Adelaide AUS,Adelaide Metro,Gawler,1911,,,existing,,,at grade,,,,,,,South Australia Government,0,AUS,,Gawler–Gawler Central,2.307187912,,NO,MAYBE,NO,
53530,Regional Rail,Adelaide AUS,Adelaide Metro,Gawler,1857,,,existing,,,at grade,,,,,,,South Australia Government,0,AUS,,Adelaide–Gawler,25.01487163,,NO,MAYBE,NO,
53531,Regional Rail,Adelaide AUS,Adelaide Metro,Grange,1882,,,existing,,,at grade,,,,,,,South Australia Government,0,AUS,,Grange–Woodville,5.424153178,,NO,MAYBE,NO,
53532,Regional Rail,Adelaide AUS,Adelaide Metro,Outer Harbor,1908,,,existing,,,at grade,,,,,,,South Australia Government,0,AUS,,Port Adelaide–Outer Harbor,11.07875102,,NO,MAYBE,NO,
53535,Regional Rail,Adelaide AUS,Adelaide Metro,Outer Harbor,1856,,,existing,,,at grade,,,,,,,South Australia Government,0,AUS,,Woodville–Port Adelaide,3.436615808,,NO,MAYBE,NO,
53536,Regional Rail,Adelaide AUS,Adelaide Metro,Belair,1883,,,existing,,,subway; at grade,,,,,,,South Australia Government,0,AUS,,Adelaide–Belair,21.78016469,,NO,MAYBE,NO,
53537,Regional Rail,Adelaide AUS,Adelaide Metro,Flinders,1966,,,existing,,,at grade,,,,,,,South Australia Government,0,AUS,,Woodlands Park–Mitchell Park,1.59054689,,NO,MAYBE,NO,
53538,Regional Rail,Adelaide AUS,Adelaide Metro,Flinders,2020,,,existing,,,elevated; at grade,,,,,,,South Australia Government,0,AUS,,Mitchell Park–Flinders,2.192306029,,NO,MAYBE,NO,
53539,Regional Rail,Adelaide AUS,Adelaide Metro,Flinders/Seaford,1913,,,existing,,,at grade,,,,,,,South Australia Government,0,AUS,,Adelaide–Woodlands Park,9.990889807,,NO,MAYBE,NO,
53540,Regional Rail,Adelaide AUS,Adelaide Metro,Seaford,1913,,,existing,,,at grade,,,,,,,South Australia Government,0,AUS,,Woodlands Park–Marino,8.455788799,,NO,MAYBE,NO,
53541,Regional Rail,Adelaide AUS,Adelaide Metro,Seaford,1915,,,existing,,,at grade,,,,,,,South Australia Government,0,AUS,,Marino–Hallett Cove,3.10861156,,NO,MAYBE,NO,
53542,Regional Rail,Adelaide AUS,Adelaide Metro,Seaford,1976,,,existing,,,at grade,,,,,,,South Australia Government,0,AUS,,Hallett Cove–Christie Downs,7.635937956,,NO,MAYBE,NO,
53543,Regional Rail,Adelaide AUS,Adelaide Metro,Seaford,1978,,,existing,,,at grade,,,,,,,South Australia Government,0,AUS,,Christie Downs–Noarlunga Centre,1.269164927,,NO,MAYBE,NO,
53544,Regional Rail,Adelaide AUS,Adelaide Metro,Seaford,2014,,,existing,,,at grade,,,,,,,South Australia Government,0,AUS,,Noarlunga Centre–Seaford,5.510666997,,NO,MAYBE,NO,
53545,Regional Rail,Adelaide AUS,Adelaide Metro,Grange/Outer Harbor,1856,,,existing,,,at grade,,,,,,,South Australia Government,0,AUS,,Adelaide–Woodville,7.594180999,,NO,MAYBE,NO,
53471,Regional Rail,Brisbane AUS,QueenslandRail/Translink,Airtrain,2001,,,existing,,,elevated; at grade,,,,,,,Queensland Government,0,AUS,,Airtrain Eagle Junction–Domestic Airport,9.446315143,,NO,NO,NO,
53472,Regional Rail,Brisbane AUS,QueenslandRail/Translink,Gold Coast,2009,,,existing,,,at grade,,,,,,,Queensland Government,0,AUS,,Robina–Varsity Lakes,3.86717455,,NO,,NO,
53473,Regional Rail,Brisbane AUS,QueenslandRail/Translink,Gold Coast,1997,,,existing,,,at grade,,,,,,,Queensland Government,0,AUS,,Helensvale–Nerang,5.560739451,,NO,,NO,
53474,Regional Rail,Brisbane AUS,QueenslandRail/Translink,Gold Coast,1998,,,existing,,,at grade,,,,,,,Queensland Government,0,AUS,,Nerang–Robina,9.560877309,,NO,,NO,
53475,Regional Rail,Brisbane AUS,QueenslandRail/Translink,Gold Coast,1996,,,existing,,,at grade,,,,,,,Queensland Government,0,AUS,,Helensvale–Beenleigh,30.17469388,,NO,,NO,
53476,Regional Rail,Brisbane AUS,QueenslandRail/Translink,Redcliffe Peninsula,2016,,,existing,,,at grade,,,,,,,Queensland Government,0,AUS,,Petrie–Kippa-Ring,12.58051414,,NO,,NO DATA,
53477,Regional Rail,Brisbane AUS,QueenslandRail/Translink,Springfield,2013,,,existing,,,elevated; at grade,,,,,,,Queensland Government,0,AUS,,Richlands–Springfield,10.21312344,,NO,,NO DATA,
53480,Regional Rail,Brisbane AUS,QueenslandRail/Translink,Cross River Rail,,,,uc,,https://crossriverrail.qld.gov.au/about/rail-route/,subway,2017-2026,,,,,,Queensland Government,0,AUS,,Cross River Rail,6.483927345,,NO,,,
53481,Regional Rail,Brisbane AUS,QueenslandRail/Translink,Beenleigh/Gold Coast,1885,,,existing,,,elevated; at grade,,,,,,,Queensland Government,0,AUS,,Park Road–Beenleigh,36.35178104,,NO,,NO,
53482,Regional Rail,Brisbane AUS,QueenslandRail/Translink,Cleveland,1889,,,existing,,,at grade,,,,,,,Queensland Government,0,AUS,,Manly–Cleveland,13.17865,,NO,,NO DATA,
53483,Regional Rail,Brisbane AUS,QueenslandRail/Translink,Cleveland,1888,,,existing,,,at grade,,,,,,,Queensland Government,0,AUS,,Park Road–Manly,19.4366853,,NO,,NO DATA,
53484,Regional Rail,Brisbane AUS,QueenslandRail/Translink,Beenleigh/Cleveland/Gold Coast,1978,,,existing,,,subway; elevated; at grade,1975-1978,,,,,,Queensland Government,0,AUS,,Merivale Bridge,1.887134332,,NO,,NO,
53485,Regional Rail,Brisbane AUS,QueenslandRail/Translink,Beenleigh/Cleveland/Gold Coast,1884,,,existing,,,elevated; at grade,,,,,,,Queensland Government,0,AUS,,South Brisbane–Park Road,2.30849172,,NO,,NO,
53486,Regional Rail,Brisbane AUS,QueenslandRail/Translink,Rosewood,1865,,,existing,,,at grade,,,,,,,Queensland Government,0,AUS,,Ipswitch–Rosewood,18.80759431,,NO,,NO DATA,
53487,Regional Rail,Brisbane AUS,QueenslandRail/Translink,Ipswitch,1876,,,existing,,,at grade,,,,,,,Queensland Government,0,AUS,,Ipswitch–Darra,23.65850405,,NO,,NO DATA,
53488,Regional Rail,Brisbane AUS,QueenslandRail/Translink,Springfield,2011,,,existing,,,elevated; at grade,,,,,,,Queensland Government,0,AUS,,Darra–Richlands,5.339809192,,NO,,NO DATA,
53489,Regional Rail,Brisbane AUS,QueenslandRail/Translink,Ipswitch/Rosewood,1876,,,existing,,,at grade,,,,,,,Queensland Government,0,AUS,,Darra–Rome Street,14.15344866,,NO,,NO DATA,
53490,Regional Rail,Brisbane AUS,QueenslandRail/Translink,Tennyson,1884,,,existing,Rarely used for passenger services,,at grade,,,,,,,Queensland Government,0,AUS,,Yeerongpilly–Corinda,4.586203107,,NO,,NO DATA,
53491,Regional Rail,Brisbane AUS,QueenslandRail/Translink,Doomben,1897,,,existing,,,at grade,,,,,,,Queensland Government,0,AUS,,Ascot–Doomben,1.600939013,,NO,,NO DATA,
53492,Regional Rail,Brisbane AUS,QueenslandRail/Translink,Doomben,1882,,,existing,,,at grade,,,,,,,Queensland Government,0,AUS,,Eagle Junction–Ascot,2.668852282,,NO,,NO DATA,
53493,Regional Rail,Brisbane AUS,QueenslandRail/Translink,Ferny Grove,1899,,,existing,,,at grade,,,,,,,Queensland Government,0,AUS,,Bowen Hills–Enoggera,6.201533167,,NO,,YES,YES
53494,Regional Rail,Brisbane AUS,QueenslandRail/Translink,Ferny Grove,1916,,,existing,,,at grade,,,,,,,Queensland Government,0,AUS,,Enoggera–Mitchelton,2.103300651,,NO,,YES,YES
53495,Regional Rail,Brisbane AUS,QueenslandRail/Translink,Ferny Grove,1918,,,existing,,,at grade,,,,,,,Queensland Government,0,AUS,,Mitchelton–Ferny Grove,5.103630492,,NO,,YES,YES
53496,Regional Rail,Brisbane AUS,QueenslandRail/Translink,Citytrain,1889,,,existing,,,subway,,,,,,,Queensland Government,0,AUS,,Rome Street–Central,0.6715259912,,NO,,NO DATA,
53497,Regional Rail,Brisbane AUS,QueenslandRail/Translink,Citytrain,1890,,,existing,,,subway; at grade,,,,,,,Queensland Government,0,AUS,,Central–Bowen Hills,2.815050643,,NO,,NO DATA,
53498,Regional Rail,Brisbane AUS,QueenslandRail/Translink,Exhibition,1882,,,existing,,,at grade,,,,,,,Queensland Government,0,AUS,,Roma Street–Sandgate,4.668972636,,NO,,NO DATA,
53499,Regional Rail,Brisbane AUS,QueenslandRail/Translink,Shorncliffe,1882,,,existing,,,at grade,,,,,,,Queensland Government,0,AUS,,Northgate–Shorncliffe,11.0922911,,NO,,NO DATA,
53500,Regional Rail,Brisbane AUS,QueenslandRail/Translink,Airport/Caboolture/Doomben/Redcliffe Peninsula/Shorncliffe,1882,,,existing,,,at grade,,,,,,,Queensland Government,0,AUS,,Eagle Junction–Bowen Hills,3.326406581,,NO,,NO DATA,
53501,Regional Rail,Brisbane AUS,QueenslandRail/Translink,Caboolture/Redcliffe Peninsula/Shorncliffe,1882,,,existing,,,at grade,,,,,,,Queensland Government,0,AUS,,Eagle Junction–Northgate,3.601188815,,NO,,NO DATA,
53502,Regional Rail,Brisbane AUS,QueenslandRail/Translink,Caboolture/Redcliffe Peninsula,1888,,,existing,,,at grade,,,,,,,Queensland Government,0,AUS,,Northgate–Petrie,18.11353535,,NO,,NO DATA,
53503,Regional Rail,Brisbane AUS,QueenslandRail/Translink,Caboolture,1888,,,existing,,,at grade,,,,,,,Queensland Government,0,AUS,,Morayfield–Petrie,18.27853244,,NO,,NO DATA,
53504,Regional Rail,Brisbane AUS,QueenslandRail/Translink,Caboolture,1889,,,existing,,,at grade,,,,,,,Queensland Government,0,AUS,,Caboolture–Morayfield,3.264162064,,NO,,NO DATA,
53505,Regional Rail,Brisbane AUS,QueenslandRail/Translink,Sunshine Coast,1889,,,existing,,,at grade,,,,,,,Queensland Government,0,AUS,,Caboolture–Traveston,115.5297177,,NO,,NO DATA,
53506,Regional Rail,Brisbane AUS,QueenslandRail/Translink,Sunshine Coast,1989,,,existing,,,at grade,,,,,,,Queensland Government,0,AUS,,Traveston–Gympie North,7.158790998,,NO,,NO DATA,
53046,Regional Rail,Melbourne AUS,Metro Trains Melbourne,City Loop,1879,,,existing,,,at grade,,,,,,,Victoria Government,0,AUS,,Southern Cross–Flinders Street,1.539646025,,NO,,NO DATA,
53101,Regional Rail,Melbourne AUS,Metro Trains Melbourne,Glen Waverley,1929,,,existing,,,at grade,,,,,,,Victoria Government,0,AUS,,Darling–East Malvern,1.117260988,,NO,,YES,YES
53128,Regional Rail,Melbourne AUS,Metro Trains Melbourne,Cranbourne/Frankston/Pakenham/Sandringham,1879,,,existing,,,at grade,,,,,,,Victoria Government,0,AUS,,South Yarra–Richmond,1.455896027,,NO,,YES,YES
53192,Regional Rail,Melbourne AUS,Metro Trains Melbourne,Craigieburn/Sunbury/Werribee/Williamstown,1859,,,existing,,,at grade,,,,,,,Victoria Government,0,AUS,,North Melbourne,0.4563999134,,NO,,YES,YES
53247,Regional Rail,Melbourne AUS,Metro Trains Melbourne,Alamein/Belgrave/Lilydale,1860,,,existing,,,at grade,,,,,,,Victoria Government,0,AUS,,Pic-nic–Hawthorne,1.071992309,,NO,,YES,YES
53269,Regional Rail,Melbourne AUS,Melbourne Metro,Metro Tunnel,,,,uc,,https://bigbuild.vic.gov.au/projects/metro-tunnel,subway,2017-2025,,,,,,Yonah Freemark; OpenStreetMap contributors,0,AUS,,Metro Tunnel,10.01572264,,NO,,,
53271,Regional Rail,Melbourne AUS,Metro Trains Melbourne,Melbourne Airport Rail,,,,uc,,https://bigbuild.vic.gov.au/projects/melbourne-airport-rail,subway; at grade,2023-2029,,,,,,Yonah Freemark; OpenStreetMap contributors,0,AUS,,Melbourne Airport Rail,13.92193687,,NO,,,
53272,Regional Rail,Melbourne AUS,Metro Trains Melbourne,Pakenham Line,,,,uc,,,at grade,-2024,,,,,,Victoria Government,0,AUS,,Pakenham–Pakenham East,2.11159448,,NO,,,
53279,Regional Rail,Melbourne AUS,Metro Trains Melbourne,Alamein/Belgrave/Glen Waverley/Lilydale,1860,,,existing,,,at grade,,,,,,,Victoria Government,0,AUS,,Richmond-Pic-nic,1.854435808,,NO,,YES,YES
53280,Regional Rail,Melbourne AUS,Metro Trains Melbourne,Alamein/Belgrave/Lilydale,1882,,,existing,,,at grade,,,,,,,Victoria Government,0,AUS,,Hawthorne–Camberwell,3.974990566,,NO,,YES,YES
53281,Regional Rail,Melbourne AUS,Metro Trains Melbourne,Alamein,1890,,,existing,,,at grade,,,,,,,Victoria Government,0,AUS,,Camberwell–Alamein,5.328340072,,NO,,YES,YES
53282,Regional Rail,Melbourne AUS,Metro Trains Melbourne,Glen Waverley,1890,,,existing,,,at grade,,,,,,,Victoria Government,0,AUS,,Burnley–Darling,6.809483868,,NO,,YES,YES
53283,Regional Rail,Melbourne AUS,Metro Trains Melbourne,Glen Waverley,1930,,,existing,,,at grade,,,,,,,Victoria Government,0,AUS,,Darling–Glen Waverley,8.421625424,,NO,,YES,YES
53285,Regional Rail,Melbourne AUS,Metro Trains Melbourne,Belgrave,1889,,,existing,,,at grade,,,,,,,Victoria Government,0,AUS,,Upper Ferntree Gully–Ringwood,11.51694915,,NO,,YES,YES
53286,Regional Rail,Melbourne AUS,Metro Trains Melbourne,Belgrave,1900,,,existing,,,at grade,,,,,,,Victoria Government,0,AUS,,Upper Ferntree Gully–Belgrave,4.877894158,,NO,,YES,YES
53287,Regional Rail,Melbourne AUS,Metro Trains Melbourne,Lilydale,1882,,,existing,,,at grade,,,,,,,Victoria Government,0,AUS,,Camberwell–Lilydale,13.03727317,,NO,,YES,YES
53288,Regional Rail,Melbourne AUS,Metro Trains Melbourne,Cranbourne,1888,,,existing,,,at grade,,,,,,,Victoria Government,0,AUS,,Dandenong—Cranbourne,12.21518656,,NO,,YES,YES
53289,Regional Rail,Melbourne AUS,Metro Trains Melbourne,Cranbourne/Pakenham,1877,,,existing,,,at grade,,,,,,,Victoria Government,0,AUS,,Oakleigh–Dandenong,16.19452754,,NO,,YES,YES
53290,Regional Rail,Melbourne AUS,Metro Trains Melbourne,Pakenham,1877,,,existing,,,at grade,,,,,,,Victoria Government,0,AUS,,Dandenong–Pakenham,25.42674791,,NO,,YES,YES
53291,Regional Rail,Melbourne AUS,Metro Trains Melbourne,Cranbourne/Pakenham,1879,,,existing,,,at grade,,,,,,,Victoria Government,0,AUS,,Oakleigh–Caulfield,4.748171955,,NO,,YES,YES
53292,Regional Rail,Melbourne AUS,Metro Trains Melbourne,Cranbourne/Frankston/Pakenham,1879,,,existing,,,at grade,,,,,,,Victoria Government,0,AUS,,Caulfield–South Yarra,6.398058361,,NO,,YES,YES
53293,Regional Rail,Melbourne AUS,Metro Trains Melbourne,Frankston,1881,,,existing,,,at grade,,,,,,,Victoria Government,0,AUS,,Caulfield–Mordialloc,15.88341744,,NO,,YES,YES
53294,Regional Rail,Melbourne AUS,Metro Trains Melbourne,Frankston,1882,,,existing,,,at grade,,,,,,,Victoria Government,0,AUS,,Mordialloc–Frankston,16.25823254,,NO,,YES,YES
53295,Regional Rail,Melbourne AUS,Metro Trains Melbourne,Stony Point,1888,,,existing,,,at grade,,,,,,,Victoria Government,0,AUS,,Frankston–Baxter,8.026752493,,NO,,YES,YES
53296,Regional Rail,Melbourne AUS,Metro Trains Melbourne,Stony Point,1889,,,existing,,,at grade,,,,,,,Victoria Government,0,AUS,,Baxter–Stony Point,22.63573954,,NO,,YES,YES
53297,Regional Rail,Melbourne AUS,Metro Trains Melbourne,Sandringham,1859,,,existing,,,at grade,,,,,,,Victoria Government,0,AUS,,South Yarra–North Brighton,7.813124221,,NO,,YES,YES
53298,Regional Rail,Melbourne AUS,Metro Trains Melbourne,Sandringham,1861,,,existing,,,at grade,,,,,,,Victoria Government,0,AUS,,North Brighton–Brighton Beach,2.693895698,,NO,,YES,YES
53299,Regional Rail,Melbourne AUS,Metro Trains Melbourne,Sandringham,1887,,,existing,,,at grade,,,,,,,Victoria Government,0,AUS,,Brighton Beach–Sandringham,3.220787209,,NO,,YES,YES
53413,Regional Rail,Melbourne AUS,Metro Trains Melbourne,Hurstbridge/Mernda,1888,,,existing,,,at grade,,,,,,,Victoria Government,0,AUS,,Collingwood–Clifton Hill,2.005317,,NO,,YES,YES
53415,Regional Rail,Melbourne AUS,Metro Trains Melbourne,Hurstbridge/Mernda,1901,,,existing,,,at grade,,,,,,,Victoria Government,0,AUS,,Collingwood–Flinders St.,3.00325167,,NO,,YES,YES
53416,Regional Rail,Melbourne AUS,Metro Trains Melbourne,Alamein/Belgrave/Glen Waverley/Lilydale/Cranbourne/Frankston/Pakenham,1859,,,existing,,,at grade,,,,,,,Victoria Government,0,AUS,,Flinders St.–Richmond,2.602543966,,NO,,YES,YES
53417,Regional Rail,Melbourne AUS,Metro Trains Melbourne,Hurstbridge,1902,,,existing,,,at grade,,,,,,,Victoria Government,0,AUS,,Heidelberg–Eltham,13.24300344,,NO,,YES,YES
53418,Regional Rail,Melbourne AUS,Metro Trains Melbourne,Hurstbridge,1912,,,existing,,,at grade,,,,,,,Victoria Government,0,AUS,,Eltham–Hurstbridge,10.89358002,,NO,,YES,YES
53419,Regional Rail,Melbourne AUS,Metro Trains Melbourne,Mernda,1889,,,existing,,,elevated; at grade,,,,,,,Victoria Government,0,AUS,,Clifton Hill–Mernda,27.22367461,,NO,,YES,YES
53423,Regional Rail,Melbourne AUS,Metro Trains Melbourne,Craigieburn/Sunbury/Upfield/Werribee/Williamstown,1859,,,existing,,,at grade,,,,,,,Victoria Government,0,AUS,,Southern Cross–North Melbourne,1.902555792,,NO,,YES,YES
53424,Regional Rail,Melbourne AUS,Metro Trains Melbourne,Upfield,1884,,,existing,,,elevated; at grade,,,,,,,Victoria Government,0,AUS,,North Melbourne–Coburg,8.509201531,,NO,,YES,YES
53425,Regional Rail,Melbourne AUS,Metro Trains Melbourne,Upfield,1889,,,existing,,,at grade,,,,,,,Victoria Government,0,AUS,,Coburg–Upfield,8.632442328,,NO,,YES,YES
53426,Regional Rail,Melbourne AUS,Metro Trains Melbourne,Craigieburn,1860,,,existing,,,at grade,,,,,,,Victoria Government,0,AUS,,North Melbourne–Essendon,5.49463478,,NO,,YES,YES
53427,Regional Rail,Melbourne AUS,Metro Trains Melbourne,Flemington Racecourse,1861,,,existing,,,at grade,,,,,,,Victoria Government,0,AUS,,Flemington Racecourse,2.384886485,,NO,,YES,YES
53428,Regional Rail,Melbourne AUS,Metro Trains Melbourne,Craigieburn,1872,,,existing,,,at grade,,,,,,,Victoria Government,0,AUS,,Essendon–Craigieburn,18.19842676,,NO,,YES,YES
53431,Regional Rail,Melbourne AUS,Metro Trains Melbourne,Sunbury,1859,,,existing,,,at grade,,,,,,,Victoria Government,0,AUS,,Footscray–Sunbury,32.90297406,,NO,,YES,YES
53432,Regional Rail,Melbourne AUS,Metro Trains Melbourne,Sunbury/Werribee/Williamstown,1859,,,existing,,,at grade,,,,,,,Victoria Government,0,AUS,,South Kensington,3.049232843,,NO,,YES,YES
53433,Regional Rail,Melbourne AUS,Metro Trains Melbourne,Williamstown,1857,,,existing,,,at grade,,,,,,,Victoria Government,0,AUS,,Newport–Williamstown,3.674444127,,NO,,YES,YES
53434,Regional Rail,Melbourne AUS,Metro Trains Melbourne,Werribee/Williamstown,1859,,,existing,,,at grade,,,,,,,Victoria Government,0,AUS,,Footscray–Newport,5.007473867,,NO,,YES,YES
53435,Regional Rail,Melbourne AUS,Metro Trains Melbourne,Werribee,1888,,,existing,,,elevated,,,,,,,Victoria Government,0,AUS,,Newport–Altona,3.989545465,,NO,,YES,YES
53436,Regional Rail,Melbourne AUS,Metro Trains Melbourne,Werribee,1985,,,existing,,,at grade,,,,,,,Victoria Government,0,AUS,,Altona–Laverton,4.282496062,,NO,,YES,YES
53437,Regional Rail,Melbourne AUS,Metro Trains Melbourne,Werribee,1857,,,existing,,,at grade,,,,,,,Victoria Government,0,AUS,,Newport–Werribee,21.08854048,,NO,,YES,YES
53438,Regional Rail,Melbourne AUS,Metro Trains Melbourne,Hurstbridge,1888,,,existing,,,at grade,,,,,,,Victoria Government,0,AUS,,Clifton Hill–Heidelberg,7.308654385,,NO,,YES,YES
53439,Regional Rail,Melbourne AUS,Metro Trains Melbourne,Belgrave/Lilydale,1882,,,existing,,,at grade,,,,,,,Victoria Government,0,AUS,,Camberwell–Ringwood,15.27835524,,NO,,YES,YES
53440,Regional Rail,Melbourne AUS,Metro Trains Melbourne,City Loop,1981,,,existing,Several stations opened after loop was completed,,subway,1972-1981,,,,,,Victoria Government,0,AUS,,City Loop,4.341668787,,NO,,YES,YES
53628,Regional Rail,Perth AUS,TransPerth,Airport,2022,,,existing,,,subway; at grade,2016-2022,,,,,,Yonah Freemark; OpenStreetMap contributors,0,AUS,,Bayswater–High Wycombe,8.567302586,,NO,,YES,YES
53629,Regional Rail,Perth AUS,TransPerth,Midland,1884,,,existing,,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,AUS,,Guildgord-Midland,3.570090651,,NO,,YES,YES
53630,Regional Rail,Perth AUS,TransPerth,Airport/Midland,1881,,,existing,,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,AUS,,Perth–Bayswater,7.871432394,,NO,,YES,YES
53631,Regional Rail,Perth AUS,TransPerth,Thornile,2005,,,existing,,,at grade,2003-2005,,,,,,Yonah Freemark; OpenStreetMap contributors,0,AUS,,Cannington–Thornlie,2.219925033,,NO,,YES,YES
53632,Regional Rail,Perth AUS,TransPerth,Armadale,1893,,,existing,,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,AUS,,Beckenham–Armadale,15.59767636,,NO,,YES,YES
53633,Regional Rail,Perth AUS,TransPerth,Joondalup,1992,,,existing,,,highway; at grade,1989-1992,,,,,,Yonah Freemark; OpenStreetMap contributors,0,AUS,,Perth–Joondalup,26.26079563,,NO,,YES,YES
53634,Regional Rail,Perth AUS,TransPerth,Mandurah,2007,,,existing,,,highway; at grade,2004-2007,,,,,,Yonah Freemark; OpenStreetMap contributors,0,AUS,,Elizabeth Quay–Mandurah,70.16949573,,NO,,YES,YES
53637,Regional Rail,Perth AUS,TransPerth,Joondalup/Mandurah,2007,,,existing,,,subway,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,AUS,,Perth Underground–Elizabeth Quay,0.7548700731,,NO,,YES,YES
53638,Regional Rail,Perth AUS,TransPerth,Fremantle,1881,,,existing,,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,AUS,,Claremont–Fremantle,9.571844036,,NO,,YES,YES
53640,Regional Rail,Perth AUS,TransPerth,Airport/Fremantle,1881,,,existing,,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,AUS,,Perth–Claremont,9.37098802,,NO,,YES,YES
53641,Regional Rail,Perth AUS,TransPerth,Morley-Ellenbrook,,,,uc,,https://www.metronet.wa.gov.au/projects/morley-ellenbrook-line,highway; elevated; at grade,2020-2024,,,,,,Yonah Freemark; OpenStreetMap contributors,0,AUS,,Bayswater–Ellenbrook,20.59151963,,NO,,,
53642,Regional Rail,Perth AUS,TransPerth,Joondalup,1993,,,existing,,,highway; at grade,1989-1993,,,,,,Yonah Freemark; OpenStreetMap contributors,0,AUS,,Joondalup–Currambine,3.166515981,,NO,,YES,YES
53643,Regional Rail,Perth AUS,TransPerth,Joondalup,,,,uc,,https://www.metronet.wa.gov.au/projects/yanchep-rail-extension,at grade,2020-2024,,,,,,Yonah Freemark; OpenStreetMap contributors,0,AUS,,Butler–Yanchep,13.59547613,,NO,,,
53644,Regional Rail,Perth AUS,TransPerth,Joondalup,2004,,,existing,,,highway,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,AUS,,Currambine–Clarkson,3.951567462,,NO,,YES,YES
53645,Regional Rail,Perth AUS,TransPerth,Joondalup,2014,,,existing,,,highway; at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,AUS,,Clarkson–Butler,7.43850947,,NO,,YES,YES
53648,Regional Rail,Perth AUS,TransPerth,Thornlie,,,,uc,,https://www.metronet.wa.gov.au/projects/thornlie-cockburn-link,at grade,2020-2025,,,,,,Yonah Freemark; OpenStreetMap contributors,0,AUS,,Thornlie–Cockburn,11.58274373,,NO,,,
53649,Regional Rail,Perth AUS,TransPerth,Armadale,,,,uc,,https://www.metronet.wa.gov.au/projects/byford-extension,at grade,-2025,,,,,,Yonah Freemark; OpenStreetMap contributors,0,AUS,,Armadale–Byford,7.463318593,,NO,,,
53650,Regional Rail,Perth AUS,TransPerth,Midland,1881,,,existing,,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,AUS,,Bayswater–Guildford,5.05207242,,NO,,YES,YES
53651,Regional Rail,Perth AUS,TransPerth,Armadale/Thornile,1893,,,existing,,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,AUS,,Perth–Cannington,17.2448063,,NO,,YES,YES
53546,Regional Rail,Sydney AUS,Transport for NSW,T1,1886,,,existing,,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,AUS,,Berowra–Hornsby,11.18698821,,NO,,YES,YES
53547,Regional Rail,Sydney AUS,Transport for NSW,T1/T9,1890,,,existing,,,subway; at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,AUS,,Gordon–St Leonards,9.010690968,,NO,,YES,YES
53548,Regional Rail,Sydney AUS,Transport for NSW,T4,1979,,,existing,,,subway; at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,AUS,,Bondi Junction–Central,7.626585349,,NO,,YES,YES
53549,Regional Rail,Sydney AUS,Transport for NSW,T3/T4/T8,1884,,,existing,,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,AUS,,Erskineville–Sydenham,2.373132994,,NO,,YES,YES
53550,Regional Rail,Sydney AUS,Transport for NSW,T4,1939,,,existing,,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,AUS,,Cronulla–Sutherland,10.13802503,,NO,,YES,YES
53551,Regional Rail,Sydney AUS,Transport for NSW,T4,1886,,,existing,,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,AUS,,Sutherland–Waterfall,14.08205307,,NO,,YES,YES
53552,Regional Rail,Sydney AUS,Transport for NSW,T1/T2/T3/T8/T9,1932,,,existing,,,subway,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,AUS,,Town Hall–Wynyard,1.793568411,,NO,,YES,YES
53553,Regional Rail,Sydney AUS,Transport for NSW,T2/T3/T8,1926,,,existing,,,subway,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,AUS,,Town Hall–St James,1.20718026,,NO,,YES,YES
53554,Regional Rail,Sydney AUS,Transport for NSW,T1/T2/T9,1858,,,existing,,,at grade,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,AUS,,Strathfield–Town Hall,12.47726247,,NO,,YES,YES
53555,Regional Rail,Sydney AUS,Transport for NSW,T8,2000,,,existing,,,subway,,,,,,,Yonah Freemark; OpenStreetMap contributors,0,AUS,,Central–Wolli Creek via Airport,9.438594667,,NO,,YES,YES
